country_name,year,recycling_rate_filled_glass,recycling_rate_filled_metallic,recycling_rate_filled_packaging,recycling_rate_filled_paper,recycling_rate_filled_plastic,recycling_rate_filled_wooden,recycling_rate_glass,recycling_rate_metallic,recycling_rate_packaging,recycling_rate_paper,recycling_rate_plastic,recycling_rate_wooden,flag_glass,flag_metallic,flag_packaging,flag_paper,flag_plastic,flag_wooden,gdp_per_capita,urban_population_pct,internet_users_pct,renewable_energy_pct,tourism_arrivals,population_total,manufacturing_value_added_pct_gdp,government_effectiveness_estimate,gdp_per_capita_filled,urban_population_pct_filled,internet_users_pct_filled,renewable_energy_pct_filled,tourism_arrivals_filled,population_total_filled,manufacturing_value_added_pct_gdp_filled,government_effectiveness_estimate_filled
Hungary,2016,34.6,71.8,49.7,77.0,31.4,20.1,34.6,71.8,49.7,77.0,31.4,20.1,,,,,,,13145.6559885563,70.4733810424805,79.2594,15.3,52890000.0,9759755.0,19.5575596990539,0.457127034664154,13145.6559885563,70.4733810424805,79.2594,15.3,52890000.0,9759755.0,19.5575596990539,0.457127034664154
Hungary,2017,34.2,70.4,49.7,74.5,32.0,24.1,34.2,70.4,49.7,74.5,32.0,24.1,,,,,,,13734.2442804335,70.4542541503906,76.7505,14.6,54962000.0,9726756.0,19.1033927278036,0.481280267238617,13734.2442804335,70.4542541503906,76.7505,14.6,54962000.0,9726756.0,19.1033927278036,0.481280267238617
Hungary,2018,35.3,71.2,46.1,67.5,30.0,23.0,35.3,71.2,46.1,67.5,30.0,23.0,,,,,,,14533.7783144312,70.4711761474609,76.0744,13.6,57667000.0,9706964.0,18.4028423209229,0.443152636289597,14533.7783144312,70.4711761474609,76.0744,13.6,57667000.0,9706964.0,18.4028423209229,0.443152636289597
Hungary,2019,29.3,69.1,47.0,70.5,33.0,23.3,29.3,69.1,47.0,70.5,33.0,23.3,,e,,,,,15290.8085466331,70.4565277099609,80.3717,13.6,61397000.0,9694824.0,17.3261619988245,0.450478911399841,15290.8085466331,70.4565277099609,80.3717,13.6,61397000.0,9694824.0,17.3261619988245,0.450478911399841
Hungary,2020,37.8,66.2,48.6,78.7,24.9,28.9,37.8,66.2,48.6,78.7,24.9,28.9,,e,,b,b,,14664.2971195385,70.2917327880859,84.7712,14.8,31641000.0,9670419.0,17.2739907825324,0.538535594940186,14664.2971195385,70.2917327880859,84.7712,14.8,31641000.0,9670419.0,17.2739907825324,0.538535594940186
Hungary,2021,33.1,63.4,44.8,65.7,27.3,28.6,33.1,63.4,44.8,65.7,27.3,28.6,,,,,,,15787.9535427563,70.2059275331413,88.6408,15.3,,9630932.0,16.5270428077403,0.596821069717407,15787.9535427563,70.2059275331413,88.6408,15.3,31641000.0,9630932.0,16.5270428077403,0.596821069717407
Hungary,2022,29.8,61.3,42.9,67.8,27.6,17.0,29.8,61.3,42.9,67.8,27.6,17.0,,,,,,,16487.7973935944,70.1585064243445,89.1428,,,9605074.0,16.7904591485265,0.533869922161102,16487.7973935944,70.1585064243445,89.1428,15.3,31641000.0,9605074.0,16.7904591485265,0.533869922161102
Hungary,2023,22.8,53.9,42.8,70.3,23.0,23.4,22.8,53.9,42.8,70.3,23.0,23.4,p,p,p,p,p,p,16375.0462724192,70.2923026891431,91.4501,,,9592186.0,17.1147355277675,0.372758895158768,16375.0462724192,70.2923026891431,91.4501,15.3,31641000.0,9592186.0,17.1147355277675,0.372758895158768
Iceland,2012,0.0,100.0,40.7,62.9,35.1,48.1,0.0,100.0,40.7,62.9,35.1,48.1,,,,,,,50375.4116888351,93.514892578125,96.2098,77.7,765000.0,320716.0,11.6167696937058,1.48314440250397,50375.4116888351,93.514892578125,96.2098,77.7,765000.0,320716.0,11.6167696937058,1.48314440250397
Iceland,2013,0.0,67.0,42.9,71.6,26.5,62.1,0.0,67.0,42.9,71.6,26.5,62.1,,,,,,,51696.0876528983,93.6166725158692,96.5468,76.8,900000.0,323764.0,11.4978998018115,1.48298573493958,51696.0876528983,93.6166725158692,96.5468,76.8,900000.0,323764.0,11.4978998018115,1.48298573493958
Iceland,2014,0.0,79.4,42.8,76.0,26.8,38.5,0.0,79.4,42.8,76.0,26.8,38.5,,,,,,,52102.5757919438,93.6196716315805,98.158,77.6,1102000.0,327386.0,11.3335574603766,1.48536741733551,52102.5757919438,93.6196716315805,98.158,77.6,1102000.0,327386.0,11.3335574603766,1.48536741733551
Iceland,2015,0.3,76.4,47.4,83.9,27.3,60.9,0.3,76.4,47.4,83.9,27.3,60.9,,,,,,,53505.6964079339,93.727919768566,98.2,78.0,1389000.0,330815.0,10.6860164069703,1.46093690395355,53505.6964079339,93.727919768566,98.2,78.0,1389000.0,330815.0,10.6860164069703,1.46093690395355
Iceland,2016,0.0,75.5,47.2,83.1,28.7,62.5,0.0,75.5,47.2,83.1,28.7,62.5,,,,,,,56049.2928648152,93.7822647094726,98.24,80.9,1891000.0,335439.0,9.27416946270136,1.34993553161621,56049.2928648152,93.7822647094726,98.24,80.9,1891000.0,335439.0,9.27416946270136,1.34993553161621
Iceland,2017,0.0,63.7,44.4,83.7,22.6,22.7,0.0,63.7,44.4,83.7,22.6,22.7,,,,,,,56657.9800285572,93.7718982310092,98.2552,80.8,2353000.0,343400.0,8.85002394189757,1.41358423233032,56657.9800285572,93.7718982310092,98.2552,80.8,2353000.0,343400.0,8.85002394189757,1.41358423233032
Iceland,2018,0.0,65.6,51.2,92.9,29.3,36.3,0.0,65.6,51.2,92.9,29.3,36.3,,,,,,,57731.6523401884,93.8526667025487,99.011,81.4,2488000.0,352721.0,8.63020718210054,1.42581415176392,57731.6523401884,93.8526667025487,99.011,81.4,2488000.0,352721.0,8.63020718210054,1.42581415176392
Iceland,2019,0.0,63.8,46.3,87.2,24.0,16.4,0.0,63.8,46.3,87.2,24.0,16.4,,,,,,,57118.8452718755,93.9770847416131,99.5049,81.7,2202000.0,360563.0,8.73368688584037,1.48203492164612,57118.8452718755,93.9770847416131,99.5049,81.7,2202000.0,360563.0,8.73368688584037,1.48203492164612
Iceland,2020,0.0,76.0,57.0,99.5,30.8,70.8,0.0,76.0,57.0,99.5,30.8,70.8,d,d,d,d,d,d,52464.3072858637,94.1367102874722,99.5328,82.9,488000.0,366463.0,9.22151088978613,1.47592997550964,52464.3072858637,94.1367102874722,99.5328,82.9,488000.0,366463.0,9.22151088978613,1.47592997550964
Iceland,2021,0.0,63.7,49.8,82.2,27.6,82.9,0.0,63.7,49.8,82.2,27.6,82.9,d,d,d,d,,,54285.0209153958,94.2108206403841,99.687,82.4,,372520.0,10.5130460487003,1.59388387203217,54285.0209153958,94.2108206403841,99.687,82.4,488000.0,372520.0,10.5130460487003,1.59388387203217
Iceland,2022,0.0,65.1,42.1,75.5,21.5,30.3,0.0,65.1,42.1,75.5,21.5,30.3,d,d,d,d,d,d,57606.8756094882,94.1787071228028,99.8082,,,382003.0,10.5004610315909,1.5629870891571,57606.8756094882,94.1787071228028,99.8082,82.4,488000.0,382003.0,10.5004610315909,1.5629870891571
Iceland,2023,59.5,63.6,77.3,120.3,39.1,80.6,59.5,63.6,77.3,120.3,39.1,80.6,d,d,d,bd,bd,bd,60019.4084189868,94.1518261784801,99.8301,,,385663.0,8.76285615251098,1.55512094497681,60019.4084189868,94.1518261784801,99.8301,82.4,488000.0,385663.0,8.76285615251098,1.55512094497681
Ireland,2012,85.5,75.8,74.0,83.0,40.4,82.3,85.5,75.8,74.0,83.0,40.4,82.3,,,,,,,47147.1604669421,62.2529318511038,76.92,6.9,7550000.0,4599533.0,19.6054663863926,1.53906953334808,47147.1604669421,62.2529318511038,76.92,6.9,7550000.0,4599533.0,19.6054663863926,1.53906953334808
Ireland,2013,80.0,79.1,70.2,79.1,40.1,81.6,80.0,79.1,70.2,79.1,40.1,81.6,,,,,,,47928.0346487005,62.4047157756118,78.2477,7.7,8260000.0,4623816.0,19.0761287551304,1.50404286384583,47928.0346487005,62.4047157756118,78.2477,7.7,8260000.0,4623816.0,19.0761287551304,1.50404286384583
Ireland,2014,86.8,80.5,68.3,79.4,35.4,84.8,86.8,80.5,68.3,79.4,35.4,84.8,,,,,,,52044.6201181887,62.535401730577,83.4917,8.8,8813000.0,4657740.0,19.58634485518,1.59883308410645,52044.6201181887,62.535401730577,83.4917,8.8,8813000.0,4657740.0,19.58634485518,1.59883308410645
Ireland,2015,87.6,74.6,67.5,79.7,34.0,85.4,87.6,74.6,67.5,79.7,34.0,85.4,,,,,,,64250.1385181257,62.6392123492764,83.4948,9.5,9528000.0,4701957.0,34.8913217286457,1.52084052562714,64250.1385181257,62.6392123492764,83.4948,9.5,9528000.0,4701957.0,34.8913217286457,1.52084052562714
Ireland,2016,86.3,70.1,67.0,79.2,35.7,75.0,86.3,70.1,67.0,79.2,35.7,75.0,,,,,,,64205.979777351,62.7229399123734,83.5,8.6,10100000.0,4762722.0,32.6267738894039,1.32955777645111,64205.979777351,62.7229399123734,83.5,8.6,10100000.0,4762722.0,32.6267738894039,1.32955777645111
Ireland,2017,84.2,72.0,65.6,78.5,33.8,74.3,84.2,72.0,65.6,78.5,33.8,74.3,,,,,,,69748.6221034014,62.9035196521232,84.114,10.1,10338000.0,4827445.0,32.1593567756814,1.26728880405426,69748.6221034014,62.9035196521232,84.114,10.1,10338000.0,4827445.0,32.1593567756814,1.26728880405426
Ireland,2018,82.2,64.1,63.9,79.1,31.0,64.1,82.2,64.1,63.9,79.1,31.0,64.1,,,,,,,74029.0550611436,63.0844503476779,87.0001,10.8,10926000.0,4898022.0,32.7799541366431,1.37824308872223,74029.0550611436,63.0844503476779,87.0001,10.8,10926000.0,4898022.0,32.7799541366431,1.37824308872223
Ireland,2019,83.7,69.0,62.5,78.5,27.8,64.9,83.7,69.0,62.5,78.5,27.8,64.9,,,,b,b,,76485.635854651,63.2737009154127,87.0001,12.3,10951000.0,4976456.0,31.9303074064122,1.2575615644455,76485.635854651,63.2737009154127,87.0001,12.3,10951000.0,4976456.0,31.9303074064122,1.2575615644455
Ireland,2020,84.2,70.8,62.4,78.1,29.0,57.1,84.2,70.8,62.4,78.1,29.0,57.1,,,,,,,80927.936475395,63.4713366724915,91.9999,13.7,,5039747.0,33.6151990544761,1.43524384498596,80927.936475395,63.4713366724915,91.9999,13.7,10951000.0,5039747.0,33.6151990544761,1.43524384498596
Ireland,2021,83.6,58.4,59.3,72.8,27.9,64.4,83.6,58.4,59.3,72.8,27.9,64.4,,,,,,,92781.2322150786,63.6774229356985,96.4235,12.7,,5110585.0,34.3142984743754,1.46342539787292,92781.2322150786,63.6774229356985,96.4235,12.7,10951000.0,5110585.0,34.3142984743754,1.46342539787292
Ireland,2022,82.7,54.8,61.7,75.2,32.1,67.0,82.7,54.8,61.7,75.2,32.1,67.0,,,,,,,97793.5366671697,63.8920250215059,96.6206,,,5212836.0,37.0980377487837,1.5485702753067,97793.5366671697,63.8920250215059,96.6206,12.7,10951000.0,5212836.0,37.0980377487837,1.5485702753067
Ireland,2023,83.3,54.4,61.0,75.7,29.6,69.6,83.3,54.4,61.0,75.7,29.6,69.6,,,,,,,93541.9643678381,64.1152082461268,96.4974,,,5311538.0,29.804552619598,1.59114551544189,93541.9643678381,64.1152082461268,96.4974,12.7,10951000.0,5311538.0,29.804552619598,1.59114551544189
Italy,2012,70.9,73.6,66.6,84.5,37.5,54.2,70.9,73.6,66.6,84.5,37.5,54.2,,,,,,,30953.4147447427,68.7608794235259,55.83,14.4,76293000.0,60191247.0,13.7582342074538,0.447511166334152,30953.4147447427,68.7608794235259,55.83,14.4,76293000.0,60191247.0,13.7582342074538,0.447511166334152
Italy,2013,70.8,74.5,66.7,84.6,36.8,55.9,70.8,74.5,66.7,84.6,36.8,55.9,,,,,,,30330.0221599668,69.3073989916076,58.4593,16.3,76762000.0,60311613.0,13.7593478951288,0.532426714897156,30330.0221599668,69.3073989916076,58.4593,16.3,76762000.0,60311613.0,13.7593478951288,0.532426714897156
Italy,2014,70.3,72.7,65.4,78.7,38.0,59.0,70.3,72.7,65.4,78.7,38.0,59.0,,,,,,,30325.0287793923,69.5807638614879,55.6385,17.1,77694000.0,60320707.0,13.8362218969996,0.472872227430344,30325.0287793923,69.5807638614879,55.6385,17.1,77694000.0,60320707.0,13.8362218969996,0.472872227430344
Italy,2015,70.9,73.0,66.8,79.7,41.1,60.3,70.9,73.0,66.8,79.7,41.1,60.3,,,,,,,30639.8829751432,69.6100006103516,58.1417,16.6,81068000.0,60229605.0,14.2623447666015,0.49019667506218,30639.8829751432,69.6100006103516,58.1417,16.6,81068000.0,60229605.0,14.2623447666015,0.49019667506218
Italy,2016,70.8,75.6,66.9,79.7,42.4,60.0,70.8,75.6,66.9,79.7,42.4,60.0,,,,,,,31077.6792675211,69.5969232525286,61.3243,16.1,84925000.0,60115223.0,14.6638600182643,0.544244647026062,31077.6792675211,69.5969232525286,61.3243,16.1,84925000.0,60115223.0,14.6638600182643,0.544244647026062
Italy,2017,72.8,72.0,67.1,79.8,41.8,60.1,72.8,72.0,67.1,79.8,41.8,60.1,,,,,,,31635.52277108,69.5180784259382,63.0773,16.4,89931000.0,60002252.0,14.8167748451842,0.491924196481705,31635.52277108,69.5180784259382,63.0773,16.4,89931000.0,60002252.0,14.8167748451842,0.491924196481705
Italy,2018,73.4,77.6,68.3,80.0,43.8,61.9,73.4,77.6,68.3,80.0,43.8,61.9,,,,,,,31819.3971830067,69.4800033569336,74.3872,17.1,93228601.5625,60148658.0,14.9480712750382,0.408853262662888,31819.3971830067,69.4800033569336,74.3872,17.1,93228601.5625,60148658.0,14.9480712750382,0.408853262662888
Italy,2019,77.3,79.2,69.6,80.8,45.1,62.2,77.3,79.2,69.6,80.8,45.1,62.2,,,,,,,32180.4341017428,69.5050010681153,67.8507,17.3,95399000.0,59729081.0,14.8032822287955,0.450929790735245,32180.4341017428,69.5050010681153,67.8507,17.3,95399000.0,59729081.0,14.8032822287955,0.450929790735245
Italy,2020,78.6,73.1,71.4,86.1,43.8,62.0,78.6,73.1,71.4,86.1,43.8,62.0,,,,,,,29469.7989238626,69.5187492370606,70.4834,18.7,38419000.0,59438851.0,14.477256120151,0.360754579305649,29469.7989238626,69.5187492370606,70.4834,18.7,38419000.0,59438851.0,14.477256120151,0.360754579305649
Italy,2021,76.6,70.3,71.7,84.6,47.6,63.9,76.6,70.3,71.7,84.6,47.6,63.9,,,,,,,32267.7091050201,69.4812507629394,74.8623,17.5,,59133173.0,15.365300568128,0.325260877609253,32267.7091050201,69.4812507629394,74.8623,17.5,38419000.0,59133173.0,15.365300568128,0.325260877609253
Italy,2022,80.8,78.0,70.7,80.0,46.6,62.7,80.8,78.0,70.7,80.0,46.6,62.7,,,,,,,33891.8866526216,69.4839779766539,85.0607,,,59013667.0,15.3822538780623,0.448645293712616,33891.8866526216,69.4839779766539,85.0607,17.5,38419000.0,59013667.0,15.3822538780623,0.448645293712616
Italy,2023,77.4,86.2,75.6,92.6,49.0,64.9,77.4,86.2,75.6,92.6,49.0,64.9,,,,,,,34239.6554751239,69.5381540123301,87.0278,,,58984216.0,15.4757601471146,0.611036896705627,34239.6554751239,69.5381540123301,87.0278,17.5,38419000.0,58984216.0,15.4757601471146,0.611036896705627
Latvia,2012,55.1,57.8,51.1,75.3,24.0,36.7,55.1,57.8,51.1,75.3,24.0,36.7,,,,,,,11971.0107466522,67.8331638942219,73.1199,40.4,5569000.0,2034319.0,11.8129666874934,0.828348100185394,11971.0107466522,67.8331638942219,73.1199,40.4,5569000.0,2034319.0,11.8129666874934,0.828348100185394
Latvia,2013,55.1,56.6,51.0,74.7,24.5,36.4,55.1,56.6,51.0,74.7,24.5,36.4,,,,,,,12353.5386135301,67.847334482933,75.2344,39.6,5822000.0,2012647.0,11.5075095213455,0.87935084104538,12353.5386135301,67.847334482933,75.2344,39.6,5822000.0,2012647.0,11.5075095213455,0.87935084104538
Latvia,2014,60.6,51.8,54.9,81.5,36.4,31.8,60.6,51.8,54.9,81.5,36.4,31.8,,,,,,,12731.6771959342,67.8686035364944,75.8261,40.2,6246000.0,1993782.0,10.8995654111219,0.950847923755646,12731.6771959342,67.8686035364944,75.8261,40.2,6246000.0,1993782.0,10.8995654111219,0.950847923755646
Latvia,2015,60.5,51.0,53.9,77.5,35.3,35.1,60.5,51.0,53.9,77.5,35.3,35.1,,,,,,,13321.9753140616,67.8965395668259,79.2006,38.1,6842000.0,1977527.0,10.8460810091263,1.05340993404388,13321.9753140616,67.8965395668259,79.2006,38.1,6842000.0,1977527.0,10.8460810091263,1.05340993404388
Latvia,2016,64.0,59.8,57.7,81.1,37.2,39.9,64.0,59.8,57.7,81.1,37.2,39.9,,,,,,,13787.3367440023,67.9307110858472,79.8421,38.5,6797000.0,1959537.0,10.5392671306849,0.965538024902344,13787.3367440023,67.9307110858472,79.8421,38.5,6797000.0,1959537.0,10.5392671306849,0.965538024902344
Latvia,2017,65.5,59.0,58.7,86.2,36.6,38.0,65.5,59.0,58.7,86.2,36.6,38.0,,,,,,,14382.8612727134,67.9706866054779,80.1141,42.6,7726000.0,1942248.0,10.8745823136205,0.865553975105286,14382.8612727134,67.9706866054779,80.1141,42.6,7726000.0,1942248.0,10.8745823136205,0.865553975105286
Latvia,2018,68.8,71.3,55.8,82.9,35.8,27.3,68.8,71.3,55.8,82.9,35.8,27.3,,,,,,,15120.0698171804,68.0160346376376,83.5772,41.0,7775000.0,1927174.0,10.9412550358406,1.00028502941132,15120.0698171804,68.0160346376376,83.5772,41.0,7775000.0,1927174.0,10.9412550358406,1.00028502941132
Latvia,2019,69.0,72.0,62.4,80.9,35.4,52.3,69.0,72.0,62.4,80.9,35.4,52.3,,,,,,,15328.3859933295,68.066323694246,86.1355,41.5,8342000.0,1913822.0,11.022531503956,1.06574690341949,15328.3859933295,68.066323694246,86.1355,41.5,8342000.0,1913822.0,11.022531503956,1.06574690341949
Latvia,2020,70.1,81.3,61.4,79.3,35.9,49.2,70.1,81.3,61.4,79.3,35.9,49.2,,,,,,,14900.7295718866,68.1211222872228,88.898,43.8,3204000.0,1900449.0,11.4825724036882,0.838092744350433,14900.7295718866,68.1211222872228,88.898,43.8,3204000.0,1900449.0,11.4825724036882,0.838092744350433
Latvia,2021,70.3,66.6,61.0,77.0,41.6,48.3,70.3,66.6,61.0,77.0,41.6,48.3,,,,,,,16070.1680032322,68.1808791463693,91.1796,44.0,,1884490.0,12.8481117405741,0.832942485809326,16070.1680032322,68.1808791463693,91.1796,44.0,3204000.0,1884490.0,12.8481117405741,0.832942485809326
Latvia,2022,63.1,66.8,60.8,78.4,47.3,48.7,63.1,66.8,60.8,78.4,47.3,48.7,,,,,,,16421.3748596,68.2570218109034,91.0301,,,1879383.0,11.9852535721668,0.69153767824173,16421.3748596,68.2570218109034,91.0301,44.0,3204000.0,1879383.0,11.9852535721668,0.69153767824173
Latvia,2023,69.3,71.6,63.1,74.9,59.2,45.1,69.3,71.6,63.1,74.9,59.2,45.1,,,,,,,16229.3844520245,68.3586316343061,92.1879,,,1883710.0,10.8817509638317,0.696560978889465,16229.3844520245,68.3586316343061,92.1879,44.0,3204000.0,1883710.0,10.8817509638317,0.696560978889465
Liechtenstein,2012,64.1,100.0,44.3,66.2,7.0,0.0,64.1,100.0,44.3,66.2,7.0,0.0,,,,,,,,14.4124545370445,89.4077,55.5,62400.0015258789,36657.0,,1.78074657917023,167187.15730982,14.4124545370445,89.4077,55.5,62400.0015258789,36657.0,36.8666818522014,1.78074657917023
Liechtenstein,2013,60.8,100.0,50.3,75.9,6.6,0.0,60.8,100.0,50.3,75.9,6.6,0.0,,,,,,,,14.4201755971624,93.8,53.5,59599.9984741211,36984.0,,1.74691927433014,167187.15730982,14.4201755971624,93.8,53.5,59599.9984741211,36984.0,36.8666818522014,1.74691927433014
Liechtenstein,2014,65.1,100.0,51.9,76.2,6.8,0.0,65.1,100.0,51.9,76.2,6.8,0.0,,,,,,,,14.4336985145967,95.21,55.0,61299.9992370605,37248.0,,1.69893741607666,167187.15730982,14.4336985145967,95.21,55.0,61299.9992370605,37248.0,36.8666818522014,1.69893741607666
Liechtenstein,2015,72.9,100.0,66.1,82.1,16.9,0.0,72.9,100.0,66.1,82.1,16.9,0.0,,,,,,,167187.15730982,14.4535587761782,96.6412,55.5,56700.0007629395,37494.0,,1.65257394313812,167187.15730982,14.4535587761782,96.6412,55.5,56700.0007629395,37494.0,36.8666818522014,1.65257394313812
Liechtenstein,2016,70.1,100.0,65.8,82.6,20.9,0.0,70.1,100.0,65.8,82.6,20.9,0.0,,,,,,,,14.4802918687379,98.0939,55.8,69099.9984741211,37716.0,36.8666818522014,1.66266179084778,167187.15730982,14.4802918687379,98.0939,55.8,69099.9984741211,37716.0,36.8666818522014,1.66266179084778
Liechtenstein,2017,73.2,100.0,66.7,82.3,18.3,0.0,73.2,100.0,66.7,82.3,18.3,0.0,,,,,,,,14.5144332791067,99.5466,55.3,79300.0030517578,37962.0,38.7329024971766,1.71803462505341,167187.15730982,14.5144332791067,99.5466,55.3,79300.0030517578,37962.0,38.7329024971766,1.71803462505341
Liechtenstein,2018,75.5,100.0,68.0,82.6,21.4,0.0,75.5,100.0,68.0,82.6,21.4,0.0,,,,,,,,14.5565184941154,,56.8,85300.0030517578,38246.0,36.5385203068178,1.68894004821777,167187.15730982,14.5565184941154,96.34635,56.8,85300.0030517578,38246.0,36.5385203068178,1.68894004821777
Liechtenstein,2019,72.4,100.0,70.0,85.0,26.5,0.0,72.4,100.0,70.0,85.0,26.5,0.0,,,,,,,,14.6070830005951,93.1461,56.1,98099.9984741211,38563.0,38.8093302482647,1.65031254291534,167187.15730982,14.6070830005951,93.1461,56.1,98099.9984741211,38563.0,38.8093302482647,1.65031254291534
Liechtenstein,2020,79.9,100.0,72.1,85.0,30.2,0.0,79.9,100.0,72.1,85.0,30.2,0.0,d,d,d,d,d,d,,14.6666622853765,94.3499,55.2,58400.0015258789,38901.0,34.3376398796162,1.76157629489899,167187.15730982,14.6666622853765,94.3499,55.2,58400.0015258789,38901.0,34.3376398796162,1.76157629489899
Liechtenstein,2021,79.8,100.0,72.2,85.0,31.4,0.0,79.8,100.0,72.2,85.0,31.4,0.0,d,d,d,d,d,d,,14.6989159370696,95.5694,53.6,,39182.0,35.94573289632,1.4647536277771,167187.15730982,14.6989159370696,95.5694,53.6,58400.0015258789,39182.0,35.94573289632,1.4647536277771
Liechtenstein,2022,77.4,100.0,71.8,85.7,30.8,0.0,77.4,100.0,71.8,85.7,30.8,0.0,d,d,d,d,d,d,,14.6923070071538,96.4528,56.9,,39493.0,34.6010660800406,1.48778104782104,167187.15730982,14.6923070071538,96.4528,56.9,58400.0015258789,39493.0,34.6010660800406,1.48778104782104
Liechtenstein,2023,76.7,100.0,71.4,85.0,39.7,0.0,76.7,100.0,71.4,85.0,39.7,0.0,,,,,,,,14.6783761234077,97.3444,,,39846.0,34.1726327164663,1.62781953811646,167187.15730982,14.6783761234077,97.3444,56.9,58400.0015258789,39846.0,34.1726327164663,1.62781953811646
Lithuania,2012,72.2,67.2,62.2,82.4,38.9,48.8,72.2,67.2,62.2,82.4,38.9,48.8,,,,,,,12516.6184065667,66.8536758422852,67.23,23.9,4979000.0,2989139.0,18.6694480586007,0.826729953289032,12516.6184065667,66.8536758422852,67.23,23.9,4979000.0,2989139.0,18.6694480586007,0.826729953289032
Lithuania,2013,54.8,65.6,53.5,87.3,42.9,20.3,54.8,65.6,53.5,87.3,42.9,20.3,,,,,,,13145.8069309969,67.0092086791992,68.4529,26.3,5264000.0,2961250.0,17.663818979093,0.8258997797966,13145.8069309969,67.0092086791992,68.4529,26.3,5264000.0,2961250.0,17.663818979093,0.8258997797966
Lithuania,2014,60.5,66.6,57.7,89.1,51.2,27.2,60.5,66.6,57.7,89.1,51.2,27.2,,,,,,,13753.1895982305,67.1514937628023,72.1335,27.7,5217000.0,2937253.0,17.4023635016509,0.977036237716675,13753.1895982305,67.1514937628023,72.1335,27.7,5217000.0,2937253.0,17.4023635016509,0.977036237716675
